Region_Name,Country_Name,Year,Sex,Number,Percent_cause_specific_deaths,Death_rate_per_100000
Asia,United Arab Emirates,2020,Male,32.0,0.41666667,0.46808611
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,1.0,0.13947001,0.18720527
Asia,United Arab Emirates,2020,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2020,Male,4.0,0.50377834,1.56695603
Asia,United Arab Emirates,2020,Male,4.0,0.53333333,2.78377062
Asia,United Arab Emirates,2020,Male,3.0,0.57034221,8.14818839
Asia,United Arab Emirates,2020,Male,4.0,0.95011876,16.53644218
Asia,United Arab Emirates,2020,Male,7.0,1.98863636,47.88616774
Asia,United Arab Emirates,2020,Male,3.0,1.01351351,68.10442679
Asia,United Arab Emirates,2020,Male,6.0,1.59574468,196.39934534
Asia,United Arab Emirates,2020,Male,0.0,,
Asia,United Arab Emirates,2019,Male,22.0,0.35639073,0.32511646
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,0.0,0.0,0.0
Asia,United Arab Emirates,2019,Male,1.0,0.18621974,0.30071932
Asia,United Arab Emirates,2019,Male,2.0,0.39447732,0.81387494
Asia,United Arab Emirates,2019,Male,2.0,0.43668122,1.61792663
Asia,United Arab Emirates,2019,Male,4.0,1.06100796,13.02252898
Asia,United Arab Emirates,2019,Male,4.0,1.15942029,16.86625063
Asia,United Arab Emirates,2019,Male,4.0,1.19760479,30.28238322
Asia,United Arab Emirates,2019,Male,1.0,0.39215686,26.40612622
Asia,United Arab Emirates,2019,Male,4.0,1.11111111,130.67624959
Asia,United Arab Emirates,2019,Male,0.0,,
Central and South America,Argentina,2020,Male,3523.0,1.80303286,15.97794309
Central and South America,Argentina,2020,Male,0.0,0.0,0.0
Central and South America,Argentina,2020,Male,0.0,0.0,0.0
Central and South America,Argentina,2020,Male,0.0,0.0,0.0
Central and South America,Argentina,2020,Male,0.0,0.0,0.0
Central and South America,Argentina,2020,Male,0.0,0.0,0.0
Central and South America,Argentina,2020,Male,2.0,0.09128252,0.11345986
Central and South America,Argentina,2020,Male,3.0,0.1285898,0.16899409
Central and South America,Argentina,2020,Male,2.0,0.08680556,0.12057316
Central and South America,Argentina,2020,Male,1.0,0.03677823,0.06450377
Central and South America,Argentina,2020,Male,2.0,0.0508647,0.13173877
Central and South America,Argentina,2020,Male,11.0,0.20801815,0.86053874
Central and South America,Argentina,2020,Male,30.0,0.38794776,2.71869894
Central and South America,Argentina,2020,Male,97.0,0.84070029,9.66719919
Central and South America,Argentina,2020,Male,175.0,1.02880658,19.95291113
Central and South America,Argentina,2020,Male,400.0,1.74269159,53.63720598
Central and South America,Argentina,2020,Male,582.0,2.21993363,100.53966653
Central and South America,Argentina,2020,Male,675.0,2.54036355,174.9892414
Central and South America,Argentina,2020,Male,691.0,2.83359305,302.76740803
Central and South America,Argentina,2020,Male,842.0,2.49762696,527.31781858
Central and South America,Argentina,2020,Male,10.0,0.63291139,
Central and South America,Argentina,2019,Male,3723.0,2.1366712,17.04559892
Central and South America,Argentina,2019,Male,0.0,0.0,0.0
Central and South America,Argentina,2019,Male,0.0,0.0,0.0
Central and South America,Argentina,2019,Male,0.0,0.0,0.0
Central and South America,Argentina,2019,Male,0.0,0.0,0.0
Central and South America,Argentina,2019,Male,0.0,0.0,0.0
Central and South America,Argentina,2019,Male,1.0,0.04029009,0.0565923
Central and South America,Argentina,2019,Male,0.0,0.0,0.0
Central and South America,Argentina,2019,Male,0.0,0.0,0.0
Central and South America,Argentina,2019,Male,1.0,0.0373413,0.06467996
Central and South America,Argentina,2019,Male,4.0,0.11594203,0.26876193
Central and South America,Argentina,2019,Male,3.0,0.06564551,0.24220191
Central and South America,Argentina,2019,Male,18.0,0.27769207,1.6576402
Central and South America,Argentina,2019,Male,85.0,0.84932054,8.5769178
Central and South America,Argentina,2019,Male,213.0,1.46351518,24.60399694
Central and South America,Argentina,2019,Male,413.0,2.1049949,56.25469073
Central and South America,Argentina,2019,Male,595.0,2.63355907,105.70129702
Central and South America,Argentina,2019,Male,721.0,3.13410128,193.21574239
Central and South America,Argentina,2019,Male,737.0,3.393186,328.61295903
Central and South America,Argentina,2019,Male,918.0,2.95281289,563.17290881
Central and South America,Argentina,2019,Male,14.0,1.23348018,
Asia,Armenia,2021,Male,202.0,1.16938752,14.4699866
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,0.0,0.0,0.0
Asia,Armenia,2021,Male,4.0,0.57388809,5.84001285
Asia,Armenia,2021,Male,9.0,0.71428571,11.05298062
Asia,Armenia,2021,Male,23.0,1.08133521,27.04482386
Asia,Armenia,2021,Male,26.0,1.09060403,44.33909173
Asia,Armenia,2021,Male,30.0,1.31348511,83.42370902
Asia,Armenia,2021,Male,30.0,1.89633375,183.31805683
Asia,Armenia,2021,Male,48.0,1.70818505,255.12915914
Asia,Armenia,2021,Male,32.0,1.22417751,253.82723884
Asia,Armenia,2021,Male,0.0,,
Asia,Armenia,2020,Male,241.0,1.20313514,17.29151704
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,0.0,0.0,0.0
Asia,Armenia,2020,Male,1.0,0.18726592,1.36785807
Asia,Armenia,2020,Male,3.0,0.42134831,4.26130311
Asia,Armenia,2020,Male,13.0,0.94959825,15.24801483
Asia,Armenia,2020,Male,22.0,1.07317073,26.12950734
Asia,Armenia,2020,Male,29.0,1.2575889,53.12133646
Asia,Armenia,2020,Male,37.0,1.68029064,109.48041188
Asia,Armenia,2020,Male,29.0,1.78242163,181.87519599
Asia,Armenia,2020,Male,59.0,2.02401372,280.51157705
Asia,Armenia,2020,Male,48.0,1.79573513,430.37747691
Asia,Armenia,2020,Male,0.0,,
Asia,Armenia,2019,Male,183.0,1.36740641,13.07733205
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,0.0,0.0,0.0
Asia,Armenia,2019,Male,2.0,0.30864198,2.71879503
Asia,Armenia,2019,Male,11.0,0.90684254,11.96276318
Asia,Armenia,2019,Male,29.0,1.8102372,35.71472555
Asia,Armenia,2019,Male,25.0,1.49611011,44.98182734
Asia,Armenia,2019,Male,25.0,1.82882224,83.48639172
Asia,Armenia,2019,Male,32.0,2.23307746,137.97861331
Asia,Armenia,2019,Male,35.0,1.6439643,164.41959882
Asia,Armenia,2019,Male,24.0,1.2207528,210.6741573
Asia,Armenia,2019,Male,0.0,,
North America and the Caribbean,Antigua and Barbuda,2020,Male,27.0,8.79478827,57.1198883
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2020,Male,1.0,4.34782609,35.89375449
North America and the Caribbean,Antigua and Barbuda,2020,Male,5.0,15.15151515,230.73373327
North America and the Caribbean,Antigua and Barbuda,2020,Male,2.0,6.4516129,126.74271229
North America and the Caribbean,Antigua and Barbuda,2020,Male,6.0,16.21621622,515.90713672
North America and the Caribbean,Antigua and Barbuda,2020,Male,6.0,15.38461538,809.71659919
North America and the Caribbean,Antigua and Barbuda,2020,Male,2.0,5.12820513,478.46889952
North America and the Caribbean,Antigua and Barbuda,2020,Male,5.0,12.19512195,1557.6323988
North America and the Caribbean,Antigua and Barbuda,2020,Male,0.0,,
North America and the Caribbean,Antigua and Barbuda,2019,Male,16.0,5.06329114,34.15081855
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,1.0,14.28571429,29.82403818
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,2.0,9.09090909,63.81620932
North America and the Caribbean,Antigua and Barbuda,2019,Male,2.0,7.40740741,74.07407407
North America and the Caribbean,Antigua and Barbuda,2019,Male,1.0,2.77777778,48.35589942
North America and the Caribbean,Antigua and Barbuda,2019,Male,2.0,6.06060606,132.18770654
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Antigua and Barbuda,2019,Male,4.0,9.09090909,569.8005698
North America and the Caribbean,Antigua and Barbuda,2019,Male,2.0,5.88235294,497.51243781
North America and the Caribbean,Antigua and Barbuda,2019,Male,2.0,4.25531915,613.49693252
North America and the Caribbean,Antigua and Barbuda,2019,Male,0.0,0.0,
Europe,Austria,2021,Male,1343.0,2.91893067,30.46430504
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,0.0,0.0,0.0
Europe,Austria,2021,Male,5.0,0.38461538,1.44270999
Europe,Austria,2021,Male,23.0,1.04072398,6.54707346
Europe,Austria,2021,Male,51.0,1.59474672,17.42588872
Europe,Austria,2021,Male,80.0,2.05338809,35.83571118
Europe,Austria,2021,Male,155.0,2.90697674,80.77460238
Europe,Austria,2021,Male,258.0,4.00621118,177.85376009
Europe,Austria,2021,Male,330.0,3.99564112,273.07030319
Europe,Austria,2021,Male,441.0,3.35004558,588.66715611
Europe,Austria,2021,Male,0.0,,
Europe,Austria,2020,Male,1398.0,3.08119545,31.85874589
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,0.0,0.0,0.0
Europe,Austria,2020,Male,11.0,0.87163233,3.11169573
Europe,Austria,2020,Male,23.0,1.07426436,6.64745648
Europe,Austria,2020,Male,43.0,1.46757679,15.2390403
Europe,Austria,2020,Male,95.0,2.63376767,44.02652714
Europe,Austria,2020,Male,150.0,2.95916354,81.34269678
Europe,Austria,2020,Male,267.0,3.83070301,169.02157399
Europe,Austria,2020,Male,280.0,3.58560635,253.95443332
Europe,Austria,2020,Male,529.0,3.90463537,706.47310995
Europe,Austria,2020,Male,0.0,,
Europe,Austria,2019,Male,1353.0,3.31829107,30.98030335
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,0.0,0.0,0.0
Europe,Austria,2019,Male,2.0,0.28985507,0.63829448
Europe,Austria,2019,Male,2.0,0.16891892,0.55810423
Europe,Austria,2019,Male,29.0,1.47282885,8.58864818
Europe,Austria,2019,Male,47.0,1.79115854,17.39857924
Europe,Austria,2019,Male,81.0,2.35739232,38.25103065
Europe,Austria,2019,Male,159.0,3.56742203,88.94657052
Europe,Austria,2019,Male,274.0,4.15277357,161.19353814
Europe,Austria,2019,Male,277.0,4.48365167,290.40205483
Europe,Austria,2019,Male,482.0,3.9615353,653.25815895
Europe,Austria,2019,Male,0.0,,
Europe,Bulgaria,2020,Male,1194.0,1.81046247,35.53909367
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,0.0,0.0,0.0
Europe,Bulgaria,2020,Male,4.0,0.22421525,1.48714641
Europe,Bulgaria,2020,Male,12.0,0.4491018,4.88999548
Europe,Bulgaria,2020,Male,15.0,0.34956887,6.49792283
Europe,Bulgaria,2020,Male,60.0,0.97292038,27.04079103
Europe,Bulgaria,2020,Male,110.0,1.33284866,54.25949356
Europe,Bulgaria,2020,Male,210.0,2.0109164,120.41387971
Europe,Bulgaria,2020,Male,245.0,2.62425021,223.53096816
Europe,Bulgaria,2020,Male,247.0,2.77434573,364.65638149
Europe,Bulgaria,2020,Male,291.0,2.53683201,607.99164273
Europe,Bulgaria,2020,Male,0.0,,
Europe,Bulgaria,2019,Male,1108.0,1.97441106,32.75515654
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,1.0,0.18315018,0.39764594
Europe,Bulgaria,2019,Male,0.0,0.0,0.0
Europe,Bulgaria,2019,Male,1.0,0.0623053,0.37497563
Europe,Bulgaria,2019,Male,8.0,0.35320088,3.34665021
Europe,Bulgaria,2019,Male,24.0,0.66574202,10.26854381
Europe,Bulgaria,2019,Male,58.0,1.06480632,25.90285981
Europe,Bulgaria,2019,Male,118.0,1.63141159,56.96809063
Europe,Bulgaria,2019,Male,176.0,2.16349109,104.042279
Europe,Bulgaria,2019,Male,227.0,2.98723516,209.44533892
Europe,Bulgaria,2019,Male,225.0,2.91450777,323.75731152
Europe,Bulgaria,2019,Male,270.0,2.69085111,565.02495527
Europe,Bulgaria,2019,Male,0.0,,
Europe,Bosnia and Herzegovina,2020,Male,382.0,1.65798611,23.77678701
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2020,Male,1.0,0.22371365,0.86899093
Europe,Bosnia and Herzegovina,2020,Male,1.0,0.1183432,0.87557241
Europe,Bosnia and Herzegovina,2020,Male,7.0,0.45931759,5.43980852
Europe,Bosnia and Herzegovina,2020,Male,22.0,0.90126997,19.04778396
Europe,Bosnia and Herzegovina,2020,Male,54.0,1.67962675,52.02362258
Europe,Bosnia and Herzegovina,2020,Male,64.0,1.97530864,102.94850966
Europe,Bosnia and Herzegovina,2020,Male,80.0,2.48215948,203.25203252
Europe,Bosnia and Herzegovina,2020,Male,89.0,2.29677419,279.90061956
Europe,Bosnia and Herzegovina,2020,Male,64.0,1.87408492,462.26074395
Europe,Bosnia and Herzegovina,2020,Male,0.0,0.0,
Europe,Bosnia and Herzegovina,2019,Male,398.0,2.01142164,24.6165417
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,0.0
Europe,Bosnia and Herzegovina,2019,Male,2.0,0.26007802,1.70767943
Europe,Bosnia and Herzegovina,2019,Male,13.0,0.95238095,10.07166376
Europe,Bosnia and Herzegovina,2019,Male,25.0,1.13584734,21.76790192
Europe,Bosnia and Herzegovina,2019,Male,53.0,2.05029014,53.36931566
Europe,Bosnia and Herzegovina,2019,Male,57.0,2.23880597,98.92226792
Europe,Bosnia and Herzegovina,2019,Male,82.0,2.76373441,205.23088475
Europe,Bosnia and Herzegovina,2019,Male,93.0,2.8062764,294.80758258
Europe,Bosnia and Herzegovina,2019,Male,73.0,2.56320225,544.00476936
Europe,Bosnia and Herzegovina,2019,Male,0.0,0.0,
Central and South America,Brazil,2020,Male,15841.0,1.81212514,15.16817277
Central and South America,Brazil,2020,Male,0.0,0.0,0.0
Central and South America,Brazil,2020,Male,1.0,0.04014452,0.01684538
Central and South America,Brazil,2020,Male,1.0,0.06644518,0.01339613
Central and South America,Brazil,2020,Male,0.0,0.0,0.0
Central and South America,Brazil,2020,Male,2.0,0.01518027,0.0242327
Central and South America,Brazil,2020,Male,7.0,0.03212188,0.08059356
Central and South America,Brazil,2020,Male,3.0,0.01485001,0.03515349
Central and South America,Brazil,2020,Male,8.0,0.03664346,0.09333055
Central and South America,Brazil,2020,Male,6.0,0.02304767,0.06981841
Central and South America,Brazil,2020,Male,15.0,0.04813092,0.19469071
Central and South America,Brazil,2020,Male,63.0,0.16691395,0.9372714
Central and South America,Brazil,2020,Male,166.0,0.32829032,2.69003083
Central and South America,Brazil,2020,Male,468.0,0.71435113,8.49602865
Central and South America,Brazil,2020,Male,1003.0,1.24947056,22.67548064
Central and South America,Brazil,2020,Male,1731.0,1.89188598,50.99452582
Central and South America,Brazil,2020,Male,2350.0,2.48603588,99.93774091
Central and South America,Brazil,2020,Male,2824.0,3.10425186,190.68982585
Central and South America,Brazil,2020,Male,3156.0,3.66635688,342.48210542
Central and South America,Brazil,2020,Male,4037.0,3.4397846,643.44402738
Central and South America,Brazil,2020,Male,0.0,0.0,
Central and South America,Brazil,2019,Male,15983.0,2.14387561,15.55367275
Central and South America,Brazil,2019,Male,0.0,0.0,0.0
Central and South America,Brazil,2019,Male,0.0,0.0,0.0
Central and South America,Brazil,2019,Male,1.0,0.05633803,0.01344898
Central and South America,Brazil,2019,Male,0.0,0.0,0.0
Central and South America,Brazil,2019,Male,1.0,0.00750863,0.01221738
Central and South America,Brazil,2019,Male,5.0,0.02458815,0.05718164
Central and South America,Brazil,2019,Male,4.0,0.02148228,0.04713905
Central and South America,Brazil,2019,Male,0.0,0.0,0.0
Central and South America,Brazil,2019,Male,8.0,0.03532945,0.09684361
Central and South America,Brazil,2019,Male,21.0,0.08100289,0.28375502
Central and South America,Brazil,2019,Male,53.0,0.168892,0.81889009
Central and South America,Brazil,2019,Male,175.0,0.41014343,2.93364858
Central and South America,Brazil,2019,Male,472.0,0.86570559,9.09989857
Central and South America,Brazil,2019,Male,1082.0,1.6289293,25.67447096
Central and South America,Brazil,2019,Male,1790.0,2.41513303,55.63453518
Central and South America,Brazil,2019,Male,2435.0,3.1970065,105.99413136
Central and South America,Brazil,2019,Male,2968.0,3.85629832,199.91136006
Central and South America,Brazil,2019,Male,2983.0,4.15992637,324.57111023
Central and South America,Brazil,2019,Male,3983.0,3.8981757,564.96934726
Central and South America,Brazil,2019,Male,2.0,0.10845987,
Asia,Brunei Darussalam,2019,Male,11.0,1.14226376,4.88928003
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,1.0,1.28205128,7.25689405
Asia,Brunei Darussalam,2019,Male,1.0,0.98039216,8.95255148
Asia,Brunei Darussalam,2019,Male,2.0,2.29885057,24.00960384
Asia,Brunei Darussalam,2019,Male,1.0,1.06382979,19.51600312
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,0.0,0.0,0.0
Asia,Brunei Darussalam,2019,Male,4.0,4.9382716,418.84816754
Asia,Brunei Darussalam,2019,Male,2.0,2.12765957,316.4556962
Asia,Brunei Darussalam,2019,Male,0.0,,
Europe,Switzerland,2020,Male,1326.0,3.52425249,30.88282971
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,1.0,4.76190476,0.47619728
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,0.0,0.0,0.0
Europe,Switzerland,2020,Male,3.0,0.63424947,1.0016126
Europe,Switzerland,2020,Male,4.0,0.45146727,1.17002513
Europe,Switzerland,2020,Male,14.0,1.03168755,4.31723007
Europe,Switzerland,2020,Male,38.0,1.96891192,14.05341036
Europe,Switzerland,2020,Male,79.0,3.09197652,36.61560566
Europe,Switzerland,2020,Male,127.0,3.28930329,62.88903304
Europe,Switzerland,2020,Male,210.0,4.11280846,138.20972338
Europe,Switzerland,2020,Male,283.0,4.46161122,288.10229158
Europe,Switzerland,2020,Male,567.0,4.06422479,703.1162808
Europe,Switzerland,2020,Male,0.0,,
Europe,Switzerland,2019,Male,1378.0,4.2069913,32.40071931
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,0.0,0.0,0.0
Europe,Switzerland,2019,Male,2.0,0.45351474,0.64643121
Europe,Switzerland,2019,Male,5.0,0.59665871,1.48637441
Europe,Switzerland,2019,Male,18.0,1.36986301,5.75653687
Europe,Switzerland,2019,Male,42.0,2.33722871,16.48720475
Europe,Switzerland,2019,Male,86.0,3.59832636,41.50519056
Europe,Switzerland,2019,Male,158.0,4.34902285,83.47818736
