Region_Name,Country_Name,Year,Sex,Number,Percent_cause_specific_deaths,Death_rate_per_100000
Central and South America,Ecuador,2020,Male,201.0,2.72025985,180.17048969
Central and South America,Ecuador,2020,Male,247.0,3.45841501,364.12955346
Central and South America,Ecuador,2020,Male,434.0,3.57319282,827.09202828
Central and South America,Ecuador,2020,Male,0.0,0.0,
Central and South America,Ecuador,2019,Male,1027.0,2.52961896,11.81751955
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,0.0,0.0,0.0
Central and South America,Ecuador,2019,Male,1.0,0.08183306,0.16643338
Central and South America,Ecuador,2019,Male,4.0,0.31104199,0.7490791
Central and South America,Ecuador,2019,Male,3.0,0.20935101,0.62851313
Central and South America,Ecuador,2019,Male,5.0,0.29638411,1.21108775
Central and South America,Ecuador,2019,Male,31.0,1.43319464,9.00612998
Central and South America,Ecuador,2019,Male,49.0,1.85887709,17.30898301
Central and South America,Ecuador,2019,Male,81.0,2.61797027,36.54459569
Central and South America,Ecuador,2019,Male,127.0,3.66310932,86.23206611
Central and South America,Ecuador,2019,Male,159.0,4.26387772,147.76814342
Central and South America,Ecuador,2019,Male,214.0,5.08072175,330.15011031
Central and South America,Ecuador,2019,Male,353.0,4.26947267,687.02438645
Central and South America,Ecuador,2019,Male,0.0,0.0,
Africa,Egypt,2019,Male,697.0,0.22332228,1.37414094
Africa,Egypt,2019,Male,0.0,0.0,0.0
Africa,Egypt,2019,Male,0.0,0.0,0.0
Africa,Egypt,2019,Male,0.0,0.0,0.0
Africa,Egypt,2019,Male,0.0,0.0,0.0
Africa,Egypt,2019,Male,0.0,0.0,0.0
Africa,Egypt,2019,Male,3.0,0.06533101,0.07011664
Africa,Egypt,2019,Male,2.0,0.0422565,0.04877527
Africa,Egypt,2019,Male,4.0,0.06648936,0.09922707
Africa,Egypt,2019,Male,1.0,0.01444669,0.02835834
Africa,Egypt,2019,Male,4.0,0.04759072,0.1360305
Africa,Egypt,2019,Male,4.0,0.03535443,0.17058159
Africa,Egypt,2019,Male,11.0,0.05687694,0.54048583
Africa,Egypt,2019,Male,41.0,0.13956497,2.31924983
Africa,Egypt,2019,Male,80.0,0.21794802,5.71464492
Africa,Egypt,2019,Male,124.0,0.29966167,12.25424798
Africa,Egypt,2019,Male,138.0,0.37746171,19.07452611
Africa,Egypt,2019,Male,111.0,0.39575014,32.25412766
Africa,Egypt,2019,Male,98.0,0.42957963,50.10660436
Africa,Egypt,2019,Male,76.0,0.37008181,76.1629888
Africa,Egypt,2019,Male,0.0,,
Europe,Spain,2021,Male,5889.0,2.54483384,25.3931694
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,0.0,0.0,0.0
Europe,Spain,2021,Male,2.0,0.09078529,0.10454204
Europe,Spain,2021,Male,8.0,0.21282256,0.40226718
Europe,Spain,2021,Male,30.0,0.46182266,1.61729775
Europe,Spain,2021,Male,85.0,0.80561084,4.98732925
Europe,Spain,2021,Male,205.0,1.372339,13.82594151
Europe,Spain,2021,Male,351.0,1.88395685,29.20643374
Europe,Spain,2021,Male,598.0,2.50209205,58.08052603
Europe,Spain,2021,Male,864.0,2.89001873,107.23514533
Europe,Spain,2021,Male,1120.0,3.25203252,212.79304167
Europe,Spain,2021,Male,2626.0,3.1890218,480.7789131
Europe,Spain,2021,Male,0.0,,
Europe,Spain,2020,Male,5922.0,2.37198795,25.51620441
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,0.0,0.0,0.0
Europe,Spain,2020,Male,1.0,0.08,0.06161498
Europe,Spain,2020,Male,1.0,0.04399472,0.05071969
Europe,Spain,2020,Male,6.0,0.15337423,0.30470634
Europe,Spain,2020,Male,30.0,0.43421624,1.63199582
Europe,Spain,2020,Male,82.0,0.77747227,4.90219816
Europe,Spain,2020,Male,190.0,1.27860027,13.19372978
Europe,Spain,2020,Male,366.0,1.95512821,31.20082247
Europe,Spain,2020,Male,584.0,2.28643019,56.94821905
Europe,Spain,2020,Male,863.0,2.68153994,109.92538321
Europe,Spain,2020,Male,1141.0,2.90989773,217.12448026
Europe,Spain,2020,Male,2658.0,2.91000657,497.0983892
Europe,Spain,2020,Male,0.0,,
Europe,Spain,2019,Male,5787.0,2.7209509,25.06073884
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,0.0,0.0,0.0
Europe,Spain,2019,Male,1.0,0.0490918,0.04991348
Europe,Spain,2019,Male,7.0,0.18587361,0.36076486
Europe,Spain,2019,Male,40.0,0.60560182,2.19509451
Europe,Spain,2019,Male,87.0,0.89987588,5.32079827
Europe,Spain,2019,Male,192.0,1.47194112,13.82177967
Europe,Spain,2019,Male,327.0,2.0088463,28.33941432
Europe,Spain,2019,Male,586.0,2.64178162,57.46912261
Europe,Spain,2019,Male,816.0,3.17398576,108.53777274
Europe,Spain,2019,Male,1198.0,3.528303,223.77382033
Europe,Spain,2019,Male,2533.0,3.36182412,483.28442615
Europe,Spain,2019,Male,0.0,,
Europe,Estonia,2021,Male,246.0,2.82661151,39.11684966
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,0.0,0.0,0.0
Europe,Estonia,2021,Male,2.0,0.57471264,5.18322708
Europe,Estonia,2021,Male,3.0,0.56497175,7.3056692
Europe,Estonia,2021,Male,15.0,1.74013921,38.68671498
Europe,Estonia,2021,Male,25.0,2.31481481,71.01869212
Europe,Estonia,2021,Male,42.0,3.54131535,192.23727572
Europe,Estonia,2021,Male,41.0,3.93852065,233.15325562
Europe,Estonia,2021,Male,55.0,4.21455939,434.50782114
Europe,Estonia,2021,Male,63.0,3.76569038,699.22308546
Europe,Estonia,2021,Male,0.0,,
Europe,Estonia,2020,Male,241.0,3.24885414,38.34795117
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,0.0,0.0,0.0
Europe,Estonia,2020,Male,3.0,0.90909091,8.01025312
Europe,Estonia,2020,Male,2.0,0.39525692,4.73115227
Europe,Estonia,2020,Male,17.0,2.24570674,44.03688737
Europe,Estonia,2020,Male,15.0,1.59744409,43.52367688
Europe,Estonia,2020,Male,33.0,3.47368421,160.76387197
Europe,Estonia,2020,Male,48.0,5.19480519,264.73994816
Europe,Estonia,2020,Male,53.0,5.03323837,429.21930677
Europe,Estonia,2020,Male,70.0,5.16605166,847.35504176
Europe,Estonia,2020,Male,0.0,0.0,
Europe,Estonia,2019,Male,284.0,3.98428732,45.32209005
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,0.0,0.0,0.0
Europe,Estonia,2019,Male,1.0,0.33444816,2.62467192
Europe,Estonia,2019,Male,4.0,0.80482897,9.37976316
Europe,Estonia,2019,Male,15.0,2.20264317,38.98027598
Europe,Estonia,2019,Male,37.0,3.95721925,113.42386806
Europe,Estonia,2019,Male,46.0,5.03833516,222.12564585
Europe,Estonia,2019,Male,47.0,4.83042138,262.15975011
Europe,Estonia,2019,Male,48.0,4.8,395.22437217
Europe,Estonia,2019,Male,86.0,6.76100629,1065.4112983
Europe,Estonia,2019,Male,0.0,0.0,
Europe,Finland,2020,Male,920.0,3.28912088,33.68686231
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,0.0,0.0,0.0
Europe,Finland,2020,Male,1.0,0.23201856,0.62046287
Europe,Finland,2020,Male,6.0,0.84865629,3.38946667
Europe,Finland,2020,Male,10.0,0.86430424,5.44686043
Europe,Finland,2020,Male,28.0,1.51515152,15.93548406
Europe,Finland,2020,Male,82.0,3.15142198,48.07692308
Europe,Finland,2020,Male,133.0,3.30516899,80.72102692
Europe,Finland,2020,Male,146.0,3.94381415,147.67687087
Europe,Finland,2020,Male,212.0,4.60269214,325.79046448
Europe,Finland,2020,Male,302.0,3.9236066,620.2505648
Europe,Finland,2020,Male,0.0,,
Europe,Finland,2019,Male,922.0,3.4037212,33.82522995
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,0.0,0.0,0.0
Europe,Finland,2019,Male,5.0,0.74626866,2.75874245
Europe,Finland,2019,Male,12.0,1.04895105,6.54173765
Europe,Finland,2019,Male,36.0,2.12264151,20.37708936
Europe,Finland,2019,Male,74.0,2.73668639,42.82989874
Europe,Finland,2019,Male,139.0,3.58987603,87.36561252
Europe,Finland,2019,Male,167.0,4.54174599,179.64716007
Europe,Finland,2019,Male,202.0,4.70972255,317.14382158
Europe,Finland,2019,Male,287.0,3.82973045,614.63341507
Europe,Finland,2019,Male,0.0,,
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,12275.0,3.52289523,37.03591956
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,1.0,0.49261084,0.06312649
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,1.0,0.18348624,0.0528197
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,1.0,0.09699321,0.04684288
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,5.0,0.07766387,0.23453995
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,53.0,0.52108937,2.3302009
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,175.0,1.1916922,7.90408863
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,395.0,2.02980473,20.95849846
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,859.0,3.26293398,52.88269154
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,1536.0,3.79259259,95.80282581
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,2049.0,4.18787173,184.069251
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,2486.0,4.21363074,327.6394016
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,4714.0,4.3208462,764.96666861
Europe,United Kingdom of Great Britain and Northern Ireland,2020,Male,0.0,0.0,
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,12196.0,4.05456171,36.98197377
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,0.0,0.0
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,4.0,0.11448197,0.20031389
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,18.0,0.30911901,0.82859347
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,55.0,0.61363383,2.39890261
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,174.0,1.40107899,8.02765944
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,381.0,2.2965642,20.70496887
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,798.0,3.41142271,48.95399184
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,1529.0,4.33537484,96.30040183
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,1950.0,4.75377864,181.14511582
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,2602.0,5.14097169,345.39425653
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,4685.0,5.02358996,772.38218493
Europe,United Kingdom of Great Britain and Northern Ireland,2019,Male,0.0,,
Asia,Georgia,2021,Male,455.0,1.5088208,25.51722862
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,1.0,0.26455026,0.76105528
Asia,Georgia,2021,Male,0.0,0.0,0.0
Asia,Georgia,2021,Male,2.0,0.20661157,1.73471822
Asia,Georgia,2021,Male,3.0,0.21582734,2.73673936
Asia,Georgia,2021,Male,10.0,0.41152263,8.73644759
Asia,Georgia,2021,Male,38.0,1.14699668,35.34028979
Asia,Georgia,2021,Male,65.0,1.73056443,77.94465929
Asia,Georgia,2021,Male,87.0,2.11524435,145.13909163
Asia,Georgia,2021,Male,82.0,2.74064171,285.78896924
Asia,Georgia,2021,Male,103.0,2.08628722,355.56476112
Asia,Georgia,2021,Male,64.0,1.50552811,504.21492161
Asia,Georgia,2021,Male,0.0,,
Asia,Georgia,2020,Male,464.0,1.77024913,25.87479388
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,1.0,0.45045045,0.73278594
Asia,Georgia,2020,Male,0.0,0.0,0.0
Asia,Georgia,2020,Male,1.0,0.17636684,0.83656806
Asia,Georgia,2020,Male,1.0,0.11454754,0.86402419
Asia,Georgia,2020,Male,4.0,0.31104199,3.62302432
Asia,Georgia,2020,Male,15.0,0.68807339,12.66180735
Asia,Georgia,2020,Male,35.0,1.22334848,33.21013953
Asia,Georgia,2020,Male,83.0,2.52817545,101.09560843
Asia,Georgia,2020,Male,92.0,2.84038283,162.40643977
Asia,Georgia,2020,Male,87.0,3.05907173,277.18923741
Asia,Georgia,2020,Male,89.0,2.09510358,299.68852597
Asia,Georgia,2020,Male,56.0,1.55902004,430.868662
Asia,Georgia,2020,Male,0.0,,
Asia,Georgia,2019,Male,492.0,2.04837837,27.47699221
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,1.0,0.41322314,0.73553208
Asia,Georgia,2019,Male,1.0,0.27173913,0.79072636
Asia,Georgia,2019,Male,0.0,0.0,0.0
Asia,Georgia,2019,Male,3.0,0.34965035,2.60661036
Asia,Georgia,2019,Male,5.0,0.40816327,4.47063242
Asia,Georgia,2019,Male,16.0,0.76335878,13.24569101
Asia,Georgia,2019,Male,43.0,1.62264151,41.94099
Asia,Georgia,2019,Male,71.0,2.54937163,87.87998812
Asia,Georgia,2019,Male,88.0,3.46593147,171.39295731
Asia,Georgia,2019,Male,115.0,3.866846,318.4096132
Asia,Georgia,2019,Male,93.0,2.43200837,321.27681625
Asia,Georgia,2019,Male,56.0,1.7380509,431.83220234
Asia,Georgia,2019,Male,0.0,,
Europe,Greece,2020,Male,1785.0,2.6960081,34.28898759
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,2.0,0.32414911,0.50331053
Europe,Greece,2020,Male,0.0,0.0,0.0
Europe,Greece,2020,Male,10.0,0.58309038,2.58641872
Europe,Greece,2020,Male,14.0,0.53191489,4.12662854
Europe,Greece,2020,Male,36.0,0.93360996,11.22761494
Europe,Greece,2020,Male,83.0,1.57734702,28.90827717
Europe,Greece,2020,Male,174.0,2.49533917,66.71497751
Europe,Greece,2020,Male,242.0,3.07614084,122.37178774
Europe,Greece,2020,Male,398.0,3.46026778,244.23920714
Europe,Greece,2020,Male,826.0,3.51653966,528.99209714
Europe,Greece,2020,Male,0.0,0.0,
Europe,Greece,2019,Male,1706.0,2.70240302,32.73295416
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,0.0,0.0,0.0
Europe,Greece,2019,Male,2.0,0.2004008,0.50936337
Europe,Greece,2019,Male,5.0,0.287687,1.31458213
Europe,Greece,2019,Male,20.0,0.77790743,5.91780757
Europe,Greece,2019,Male,32.0,0.85767891,10.05145086
Europe,Greece,2019,Male,83.0,1.74443043,29.03823951
Europe,Greece,2019,Male,153.0,2.34016519,59.28991606
Europe,Greece,2019,Male,241.0,3.21891278,123.5301957
Europe,Greece,2019,Male,434.0,3.80568222,264.63414634
Europe,Greece,2019,Male,736.0,3.36180514,485.81499426
Europe,Greece,2019,Male,0.0,0.0,
North America and the Caribbean,Grenada,2021,Male,46.0,6.38888889,80.84074374
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2021,Male,1.0,3.03030303,32.80839895
North America and the Caribbean,Grenada,2021,Male,2.0,3.27868852,64.66214032
North America and the Caribbean,Grenada,2021,Male,5.0,7.24637681,173.5508504
North America and the Caribbean,Grenada,2021,Male,8.0,10.12658228,392.15686275
North America and the Caribbean,Grenada,2021,Male,9.0,10.34482759,660.79295154
North America and the Caribbean,Grenada,2021,Male,9.0,10.46511628,1058.8235294
North America and the Caribbean,Grenada,2021,Male,4.0,6.34920635,723.32730561
North America and the Caribbean,Grenada,2021,Male,8.0,6.50406504,2162.1621622
North America and the Caribbean,Grenada,2021,Male,0.0,0.0,
North America and the Caribbean,Grenada,2020,Male,43.0,7.28813559,75.88324569
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2020,Male,1.0,2.08333333,31.77629488
North America and the Caribbean,Grenada,2020,Male,3.0,4.41176471,105.85744531
North America and the Caribbean,Grenada,2020,Male,3.0,4.76190476,154.40041173
North America and the Caribbean,Grenada,2020,Male,7.0,9.5890411,526.71181339
North America and the Caribbean,Grenada,2020,Male,13.0,17.33333333,1547.6190476
North America and the Caribbean,Grenada,2020,Male,8.0,12.30769231,1418.4397163
North America and the Caribbean,Grenada,2020,Male,8.0,7.84313725,2332.361516
North America and the Caribbean,Grenada,2020,Male,0.0,0.0,
North America and the Caribbean,Grenada,2019,Male,45.0,8.89328063,79.75046964
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,0.0,0.0,0.0
North America and the Caribbean,Grenada,2019,Male,2.0,15.38461538,64.93506494
North America and the Caribbean,Grenada,2019,Male,2.0,5.12820513,63.03183108
North America and the Caribbean,Grenada,2019,Male,5.0,12.19512195,182.34865062
North America and the Caribbean,Grenada,2019,Male,4.0,6.4516129,216.21621622
North America and the Caribbean,Grenada,2019,Male,5.0,9.80392157,388.80248834
North America and the Caribbean,Grenada,2019,Male,10.0,14.49275362,1184.8341232
North America and the Caribbean,Grenada,2019,Male,6.0,10.34482759,1023.890785
North America and the Caribbean,Grenada,2019,Male,11.0,11.2244898,3005.4644809
North America and the Caribbean,Grenada,2019,Male,0.0,,
Central and South America,Guatemala,2020,Male,762.0,1.38083502,8.63249791
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,1.0,0.05540166,0.14997653
Central and South America,Guatemala,2020,Male,0.0,0.0,0.0
Central and South America,Guatemala,2020,Male,3.0,0.12155592,0.67099533
Central and South America,Guatemala,2020,Male,5.0,0.19319938,1.47679512
Central and South America,Guatemala,2020,Male,8.0,0.27275827,3.07180734
Central and South America,Guatemala,2020,Male,16.0,0.44880785,7.69356529
Central and South America,Guatemala,2020,Male,25.0,0.58356676,14.34786102
Central and South America,Guatemala,2020,Male,77.0,1.57593123,52.54179461
Central and South America,Guatemala,2020,Male,115.0,2.33218414,116.63286004
Central and South America,Guatemala,2020,Male,149.0,3.21397757,206.82953914
Central and South America,Guatemala,2020,Male,147.0,3.19426336,302.95536046
Central and South America,Guatemala,2020,Male,216.0,3.12862109,604.75403869
Central and South America,Guatemala,2020,Male,0.0,0.0,
Central and South America,Guatemala,2019,Male,597.0,1.27015872,6.89380424
Central and South America,Guatemala,2019,Male,0.0,0.0,0.0
